delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1,delta_2,gamma_2,eps_2,r_2,x0_infect_2,beta0_2,beta1_2,beta2_2,beta3_2,beta4_2,beta5_2,beta6_2,delta_3,gamma_3,eps_3,r_3,x0_infect_3,beta0_3,beta1_3,beta2_3,beta3_3,beta4_3,beta5_3,beta6_3
0.10331856570692728,0.45691235427783117,0.7327035393221082,0.08208349895161744,7.616406834266312e-05,0.03826399028733608,0.045985162864443575,0.03868615271979493,0.03562856485655071,0.026396690664263506,0.028641993247217175,0.006232941575592849,0.023299143438870334,0.08623338698860396,0.1703184571091254,0.024952032230867206,0.0001353562061181792,0.040937738738990224,0.04729458155936868,0.05804816539639867,0.04907866630237331,0.009276126518888667,0.04414922957718809,0.004770009039068627,0.7553009516389597,0.19316877804217183,0.18429197573360737,0.5269049606283591,0.0002277288626469852,0.021820495064741884,0.028250360426999,0.05581356977633638,0.02321995844109519,0.016450770559016854,0.025002746668117044,0.015354141156187443,0.4365761875776796,0.35934429034502396,0.8897337635071042,0.09725360358625322,4.329701037040488e-05,0.05323478813925609,0.04862771581107232,0.0169206239638039,0.009293139456244368,0.05625315222543475,0.02977510742710803,0.018110511282257633
0.2292499641779661,0.030279040840730544,0.6595603770568558,0.26146515395377407,0.00027042847744112545,0.03642077272450542,0.0009140137510876823,0.013798970430619633,0.01417179104648501,0.03812377053498692,0.026567722588970506,0.05367389183781501,0.811104449511467,0.12815697774899826,0.14714689528939578,0.24807385804015425,0.00014226849952560282,0.038557070952907314,0.03753614140697351,0.022415743497557046,0.0017281270380574702,0.0013222526849635465,0.0577435731323929,0.022341939684457694,0.6373725731120372,0.014414103306922558,0.48256836097708955,0.1270440649610661,0.00010286521891926004,0.025996394937848683,0.013379512383056853,0.0018258865543998263,0.061949843068436414,0.05206498939279282,0.025415095273688352,0.03785406941978182,0.04675579312122191,0.058266679495770614,0.14303445148855604,0.744558167781763,0.00017702331029159572,0.013148485689947236,0.05316790838434926,0.06605853184192949,0.06015514062395236,0.03131478222313879,0.02769974846666396,0.01667995140389413
0.7637454924829384,0.19319739347198772,0.9407934813160764,0.034673811918121224,0.00010217088616955856,0.023560762672215366,0.004403383609238479,0.008096901178304517,0.02895964956217347,0.019003939956790655,0.03716571204986496,0.034185213215174315,0.5992421497946232,0.001044684759964028,0.3104713866444504,0.20926821439363802,0.0001633274216391059,0.005064018849755664,0.014212160575448654,0.029042854603469802,0.016323622838742353,0.05100257551644382,0.016921887630682902,0.02425583031565315,0.39436657383518625,0.03241250187167629,0.10601210144905866,0.4641507299551015,0.00024775760447717375,0.021061663453827883,0.047665603450983945,0.01321214553585136,0.016837763419355646,0.017520029932389044,0.05096850327473152,0.028722893327129725,0.3061081735593859,0.6112274285320022,0.08866560508241865,0.5831994820104107,2.6172291838878326e-05,0.04532242430762512,0.023715375168754868,0.010477662386708197,0.04880852223140775,0.04594752271369923,0.04278298204189096,0.06110979373110961
0.9384695873692119,0.020720988457012424,0.7645109094225137,0.09710359061714584,0.00010729385422346638,0.02442365804551008,0.009176864715279722,0.016547020845253148,0.024215672286648605,0.028783892146514615,0.05592873777484707,0.05154517122539575,0.6384990354700848,0.10501461185977705,0.651559243482992,0.31756984588525106,9.529861536579834e-06,0.02196743728626809,0.026426161076221925,0.023752132494909046,0.022928286808315806,0.0017206723240253683,0.05720489927004595,0.041094196844851404,0.5876037769638349,0.25670798062198347,0.6206406687098278,0.3015563464401931,0.00015328782800472387,0.041915675597950855,0.0464680401535379,0.04680273620967185,0.05596082376226125,0.02991383175117233,0.01044798209908296,0.04507127450552277,0.5921646443433966,0.05270344497351727,0.8566889508768709,0.0589665333630138,0.00012599758145775887,0.004331312563395745,0.056448628702328904,0.01363175849034621,0.009476323985161544,0.01192498415211483,0.04121428796878614,0.011647243159044605
0.620291003552963,0.034628284938443755,0.41320927004925234,0.11077496726353107,1.0103771912978235e-05,0.049132512617686204,0.06362242959542869,0.023251181313844814,0.06559134815361342,0.00215828469266438,0.0017601041715494203,0.05139787680315571,0.055946631560828505,0.47247853612567847,0.9696116141700267,0.009652563486495501,0.0002852232769417503,0.042870735302553156,0.02839812999732529,0.03625376317063964,0.011724908176429509,0.05728937964891015,0.04762107185915133,0.05912358758623277,0.9016161892622507,0.09715431200544532,0.9238600666762903,0.004861124659897596,0.00018122322946100675,0.04780514182940893,0.019033431136563552,0.03283106341078024,0.03256950855502589,0.00825375138471259,0.009318959951127484,0.029480504873109718,0.7362032018842889,0.09876887592638345,0.697084097084954,0.16637050510566423,0.00013763227288853417,0.010418369266874204,0.03366684482045271,0.03304615299574435,0.0263122964902571,0.039715598219140454,0.04581033981613645,0.06622757136822868
0.7408778395022991,0.18354458158689924,0.42192384391453813,0.24992052855703864,0.00013566751555143592,0.03685933114764599,0.04719628880647703,0.006757708622105447,0.00651782760273238,0.053823432129213214,0.03473786978082955,0.04049851652227482,0.7372061120161792,0.13696263825470997,0.20793020630927295,0.691183917040861,4.215667503236771e-05,0.06224023042586888,0.032454812973426235,0.00048060647728995307,0.0041074956294751995,0.016580302643816908,0.030945852273829108,0.009973589447148835,0.9349886438644358,0.031233153416266302,0.38282721737932274,0.2011298179975095,0.00020626224806062553,0.02059150820478344,0.041875464165665795,0.01757720241533598,0.031277247502580964,0.03468648532441284,0.04820985512510062,0.012042961449606045,0.32390229550361693,0.21133651301844592,0.901646478498386,0.03965986366888292,0.00017455141948010205,0.005987045800401771,0.06526719781343668,0.02346623197132672,0.03152452177241854,0.01823347093214411,0.0260852847863048,0.012537904103366774
0.9707644145191371,0.013524443279647658,0.022617519507514554,0.07042368269427772,0.0002528552090360147,0.040004701333411614,0.04778198253217269,0.016715871364563366,0.05778442577048603,0.033159199449555775,0.03864819281988892,0.019665657559570695,0.26729070753409495,0.6848957502450674,0.796831058185911,0.14635186278228024,0.00024946526054201324,0.0017533827021438031,0.021746171558566653,0.021460779412757525,0.01689752624967619,0.019834870257181867,0.03738644016899032,0.032449779028059934,0.382823065377548,0.4956868949219546,0.8586465351071787,0.04341658281774176,9.26808900119393e-05,0.024659130590608227,0.058056711667704215,0.011349215767021574,0.02124842376760313,0.004101033937991436,0.009923996630187403,0.004581730438231541,0.05725651136395486,0.2198114840192177,0.46560234555057,0.0015808606815467306,0.00011746133658523908,0.02042314388801724,0.03196564237200162,0.0006754892951050231,0.05149474987689065,0.01713686248214002,0.05014728871412891,0.015367854756385817
0.996585410226427,0.002184827368615244,0.9263150999778748,0.0301753604805146,0.00018822655570617546,0.000458545548310568,0.020222461710899847,0.03898492242221874,0.021718039653120618,0.04485260728416171,0.050812438867142776,0.024533544806158124,0.80335948449412,0.18572495569946287,0.6918624074517492,0.18021058733237627,0.0002603449479148076,0.011808311787436451,0.025285697876886386,0.007463054317924224,0.006202082336073466,0.023550697238951975,0.005050823614112495,0.0400640012330418,0.2544333367689948,0.590113423345972,0.371975859817354,0.6229449291254723,0.00010471295048088142,0.014646739743937315,0.034329874257572834,0.023164048219053046,0.018576724947518632,0.039242246958585345,0.042649921336954284,0.0337493785187011,0.13427085766433797,0.28895815123563345,0.12741782590269501,0.21310902794579167,0.0001851297996844949,0.007375912426133245,0.05229798503387427,0.03403886585890111,0.04065414115331921,0.02702841860825457,0.03241742906265764,0.005796929887358124
0.9671852716098054,0.013189251231373022,0.4879514207682915,0.37015382287512727,0.00014000548979365424,0.018496017831350717,0.02769000367807929,0.05554535263019523,0.020458655950004893,0.04402402674928646,0.03077922002640539,8.834425235788522e-05,0.5583829130658918,0.024104616031535717,0.6704888872447631,0.1749399151979094,0.0002453439446505602,0.05718061589540127,0.01654360494861899,0.05904141457177209,0.036417501498547895,0.05931907908807968,0.049675175044390396,0.001949995929348862,0.03189750812263033,0.3925665461473879,0.09996888998388916,0.11190716090002692,3.6490993558939258e-06,0.061331625263382525,0.0515240538345247,0.06319022718383577,0.06613118622825441,0.028521572126098883,0.017438647104192604,0.010635305356459587,0.6606698140365546,0.17455344680137388,0.22609990200728325,0.11114730704592303,0.00013190567738350267,0.02762474804770761,0.02712826663020724,0.012903029639713594,0.06537077988448216,0.05059353595998762,0.03450705045656565,0.048709803169411
0.7240037397936205,0.11395987778155481,0.3137340054889817,0.5329376644583421,0.00019963905976204418,0.04017431524544442,0.003215891011100577,0.05659681765015528,0.009301752498613139,0.019388297555372268,0.004314893443905018,0.04951490370249699,0.7869864279524071,0.08443444976770402,0.6405638523120548,0.24478057684729318,0.000267598396224449,0.016136984768156077,0.01051373368157692,0.03786779675791659,0.01782412577251834,0.008153532618414902,0.054464817820074625,0.06291544178739998,0.8140464977072548,0.012017461815595628,0.5171098179954083,0.040264735656126135,0.00014610382306089626,0.05608513871155016,0.056990800251771945,0.061037088476203975,0.04703199802973326,0.018728830871212503,0.041895717919709294,0.01699476846679169,0.45583555865529796,0.05551360204136165,0.03517567038945129,0.5413764878557926,5.962322732463767e-05,0.059428098184903494,0.02787681714962839,0.0651637766200423,0.05817361118004649,0.007515763119183305,0.037091307784867765,0.04713048995699327
0.7825670702318758,0.10728071067013535,0.6219287907027675,0.21222679027399052,0.00028603150695064304,0.014040170588175017,0.05850635854093324,0.026587809412784345,0.0026022411126296096,0.03175640361423593,0.02905612591769142,0.016215485148805137,0.20525766673774742,0.5324368723597745,0.4202416368519898,0.006006946159031435,0.00028014077265865885,0.052264063278106176,0.06468046566143164,0.010803164215629317,0.01904100161090919,0.05949785083669447,0.03495899446488396,0.025167760516317455,0.769461700022686,0.16237597689725067,0.6832260073036268,0.21746559489202588,0.00019525972739433734,0.015396711171855896,0.051004715394474015,0.04051792382381651,0.0541714428148867,0.03740949881666578,0.02420297811852837,0.05237426080488328,0.9521427830227124,0.010570819973008579,0.8146812478000468,0.0815426612100491,4.367420898816584e-05,0.062003829124916546,0.017853090730402355,0.003122934265407805,0.028359760994695185,0.0036684604354521814,0.061255765179295055,0.04743499355474607
0.15655487624128886,0.642317115648889,0.11047845437371306,0.14563540303888814,0.00021548902840077888,0.016913220554971298,0.028366958844063057,0.0666497135230097,0.04501822480853479,0.008586881107942966,0.036605396733661255,0.001078027092396983,0.37028729072846245,0.1344393631049889,0.5337791078131601,0.32819831902776303,0.0002361690056852721,0.058067870409787954,0.04233598071780882,0.06499689393440478,0.04323235980982727,0.02983221347968219,0.008021941134022145,0.04370034171938021,0.5500219175329324,0.02166168504638955,0.5375246412371156,0.379278281750567,0.00015440322181229767,0.05495173631113959,0.06498405780383372,0.06390611123208102,0.004223821963976825,0.051156937844571725,0.027027387852704764,0.04392955418572382,0.8812252499603535,0.07283470316146766,0.5401903219852833,0.4323005744732501,0.00027295868843817654,0.018921173245404238,0.0654931431119213,0.024180211781692138,0.023548407066705187,0.03577303354395821,0.03914534611771338,0.062221013127867035
0.8226910248483541,0.11812253477807973,0.7810561950045989,0.06542900753248088,0.00014955487687287806,0.05411317271665246,0.016395925433598618,0.00416856393447293,0.04458947567105889,0.06286120392607623,0.052939567024765856,0.056735901270925294,0.388634154225627,0.5355801070862257,0.6629440007040474,0.06369843664462542,9.874325524104398e-05,0.01700217276355022,0.010996026858630855,0.052709124618122466,0.05168693935711869,0.05018457843421805,0.05186327174996971,0.029865150514460512,0.0065640590297698,0.3761735018110463,0.6185329994469645,0.2693906487938164,0.00021818447883933083,0.038676366811419845,0.0020962871335059425,0.0187960235292202,0.060779724362605606,0.058457027024717355,0.0647435832613144,0.05663505572121423,0.503839852827226,0.008996592740242317,0.9549232648958851,0.023064850030854674,7.989285556655882e-05,0.0035487820098717934,0.04420190377499226,0.05237496479278634,0.01020681851811114,0.016045300264794553,0.01739868788487462,0.05639985234893124
0.209319026337188,0.12509514675828312,0.2752693622136318,0.05952587125764644,3.478369112366097e-05,0.06625375358760816,0.04657394020005913,0.03084977520041151,0.0481582375874337,0.06269834926565425,0.05414652737801305,0.017084611962036915,0.09144594705086964,0.870514756526228,0.07175118458188431,0.16229692712671145,0.00019996392783869332,0.0656462576880475,0.0403960358800285,0.05152154478927087,0.035446434040838526,0.017788157641917768,0.06622234847114883,0.020426494032628657,0.21722055976794627,0.5769177236329934,0.1445957536774458,0.09972177334332753,6.674105013354145e-05,0.030807878269514696,0.00011188312103596874,0.050784729777016376,0.0443050254676408,0.012792959936261776,0.03338839895845486,0.030909757385413267,0.2697764535508605,0.019904768068485318,0.9472217400136518,0.034410950894666684,0.00026404842794319603,0.049094798347742094,0.020256442241064373,0.01623757827448402,0.04209311630580413,0.01903306123267601,0.003166915606911975,0.016937798620799596
0.1232067636220997,0.7569873918817516,0.7522416491750523,0.18605037759443044,0.00022362330728429254,0.04157946304310788,0.06628238415127306,0.051779530615342,0.0029802895311471225,0.06501154793594675,0.01342240105013726,0.06089500330681058,0.6299203077669285,0.29627166062058763,0.1593149836575419,0.6852222491281639,0.000261326175429257,0.00382609015978641,0.03132648488125278,0.0018638933874522443,0.046153236322158654,0.020416958354757923,0.049152384263944596,0.06401959908202204,0.8083074554484836,0.1726956584747045,0.6048967569327599,0.24653724249044962,0.00028080731218238324,0.02800809343752415,0.05914475046448223,0.039618957382419905,0.0570411522478655,0.047580704098051485,0.0051019130433986384,0.05196877331131003,0.7120266755873634,0.2262938095238361,0.6759407832615419,0.2105740928735683,1.3685827773738086e-05,0.0009320937168963193,0.025862949576946428,0.05180267668632014,0.0128197434024587,0.03299937981054425,0.02321349428360905,0.01534313635275831
0.8661297765297316,0.0641100858078646,0.9306530477267321,0.06872183148613946,0.00027670507823515243,0.03764775964218994,0.04349099563305322,0.009684329711400598,0.02360917302345859,0.0052409435141631605,0.024964365575855088,0.030851207158211755,0.30124880068487275,0.12411383298470559,0.5629843755440019,0.28115397427821986,0.00023980764664846592,0.004088547860274404,0.03181923023380696,0.024826121096266977,0.06103267746628412,0.060192315738987465,0.04165046927154472,0.045909650305839614,0.45036287869859554,0.2269953314113045,0.4184679804782004,0.24536844636751468,2.668493017126193e-05,0.029525844896330502,0.04101919611217059,0.0536529433983353,0.034688518620911046,0.056715649517117314,0.05770138698674409,0.051162431639232384,0.8354077964844638,0.15321671655560684,0.7766881417197492,0.17153016478362415,0.00019616477021547178,0.03711273835191872,0.017096711540043684,0.009573534117036268,0.0033844714341285474,0.02292260927388055,0.012027841893780911,0.013343973953005791
0.06715603001684588,0.02415619184624173,0.45281888884150534,0.44026139258437824,4.0309008091076206e-05,0.013014939467859971,0.030850308378943602,0.0612119028343649,0.04787976488839218,0.05862973293459889,0.043733997559760596,0.012022618048631932,0.8240732299601232,0.07958724834801441,0.30783712869029217,0.2670014191159082,4.50392333168623e-05,0.018345883659852086,0.06246433255411261,0.027905290428086697,0.031224382614783313,0.0428947357552877,0.012045904618109029,0.04971687864287085,0.8555587266216632,0.06566611582601511,0.1980654474279809,0.6900576202327727,0.00024964449795751196,0.028347424174392837,0.01970335686545569,0.01444847090580754,0.048962941436756814,0.04612963404896306,0.037496840545255004,0.018064094378723538,0.6450014298798321,0.32136654571053486,0.2326678600887412,0.3886331628167331,0.00010344790776204797,0.03369365091359038,0.05900064524199071,0.04775650691638704,0.01184748366451707,0.01960856097853777,0.03978562355402088,0.01376478628364305
0.1937288570253504,0.03886465454905271,0.6676874144066832,0.15990445203111875,0.0001984060284276906,0.025055895303672766,0.06067342445218399,0.05079888706290622,0.02285766137703475,0.041548712414038326,0.03556993830747783,0.057854460105147415,0.9832449006677824,0.0044188307598802875,0.2729054514172447,0.7147579206222796,9.56757054046198e-05,0.0442892757493462,0.012476403795793598,0.0013335842324491804,0.027286846853381005,0.06531711815803906,0.02420970271269361,0.04056413008392815,0.35113099901756856,0.5543963314312624,0.11392942033354295,0.3647499082067305,0.00011692043882978135,0.007480514414151084,0.05513654476579188,0.011759817519823674,0.04797499665084609,0.04235685017089365,0.004104473535533613,0.011566699018180434,0.10990754670848725,0.35954637168208664,0.44267869523202874,0.26702898817006815,0.00010721215034948865,0.02828837833769749,0.04981106851265762,0.021095572097246426,0.03381290513299816,0.0003056330874034533,0.038444624179658785,0.025873910105813393
0.8989051706048241,0.07074708474744193,0.03218134794493644,0.2057082545611595,4.6691355929536865e-05,0.03404844416734666,0.026959841185514942,0.028005722482494964,0.03747035614527041,0.059843343490723615,0.022429722785566864,0.050336546456035754,0.5119714721965086,0.3361202235794469,0.721359926130322,0.0660681700146533,9.472323476219258e-05,0.06113536349510354,0.05877157574393013,0.06365546263043324,0.05404276308457997,0.026197730807408736,0.027377406826885477,0.036832787490165476,0.684897842442543,0.26316257037792073,0.3629562602946442,0.1864698443183416,0.00013915279303380475,0.05878922292058285,0.03172081243172898,0.04945560518937142,0.013973639298254226,0.0625448589889134,0.04533568554579455,0.06548424153759594,0.6380179671878982,0.2865110547140281,0.6026037578513339,0.38677184538616816,0.00021356235187189811,0.020826713383094997,0.02074367417719343,0.058520379050603,0.044631966092117,0.03498263403646436,0.03784727406418992,0.026943766910966907
0.13590794061910746,0.33536278262094377,0.5022821789825969,0.19715365962711362,2.439096142292523e-05,0.006930105231550252,0.031967595473713334,0.010830744284385505,0.05722127513234889,0.031094856955316035,0.0013315911652126743,0.03793008089601544,0.7998262829548092,0.08354575654097418,0.7885223707510438,0.1514557318687214,0.00022239908650481134,0.012098101162951692,0.01674320853955299,0.04382320893947458,0.04987887521324658,0.038759028328003396,0.006625775951072298,0.010979283563778114,0.2054356473446759,0.3347837473935536,0.42611519699487094,0.4098319422132441,1.9069721188880885e-05,0.04620620620357439,0.03667078171602327,0.03583508599045708,0.05964169090482322,0.03691011204370761,0.03986073944891071,0.022064296586121107,0.7512174180772039,0.09555783366004975,0.5035297739488883,0.006021898052821825,0.00012036763069114783,0.0066052503311116095,0.04230028311950089,0.03426499481780321,0.02071010578871052,0.030630927297419074,0.03665881371477063,0.028209612637036655
