delta_0,gamma_0,eps_0,r_0,x0_infect_0,beta0_0,beta1_0,beta2_0,beta3_0,beta4_0,beta5_0,beta6_0,delta_1,gamma_1,eps_1,r_1,x0_infect_1,beta0_1,beta1_1,beta2_1,beta3_1,beta4_1,beta5_1,beta6_1
0.0947596774779448,0.25368346038659734,0.15226004488468312,0.4240651837270948,1.803743465356091e-05,0.7944646767283874,0.4483923534194201,0.5503985962516907,0.6973282136601953,0.12749435313527355,0.1804160494568518,0.790874593658276,0.45322811941608243,0.3692214019255052,0.004938306500069096,0.8455005159143221,8.742914321946395e-05,0.7790140900749094,0.8823439603339898,0.5190765446158112,0.629695911180236,0.6801362297505187,0.03966853682016898,0.963533472098826
0.10801901796970426,0.2712848833066693,0.11845888203948494,0.7699483910503083,8.621733076665329e-05,0.5746458291288095,0.03295493691435621,0.8764575886549689,0.8599567048522428,0.7033811395439086,0.25652711508849496,0.2333480184695944,0.4022935147597338,0.028726293868188896,0.06577818440230936,0.5270254133851362,9.113161880146487e-05,0.3534270809399285,0.40549269386317793,0.15006420453500788,0.13988767728775617,0.20845191188210277,0.19578538598856524,0.5715700520760718
0.4160480098462526,0.3001301902069368,0.06524027581627716,0.26460598195039103,0.0001614101222826432,0.8091496242316305,0.3314440532958439,0.42743869674209467,0.14887836829945142,0.2647038179215366,0.6544830557494478,0.32938364308816803,0.29084901504475963,0.6980705675463268,0.4809666639358157,0.08734051940632384,2.3349904097933017e-05,0.5415146219776567,0.5440863656997765,0.536793678069664,0.17456616083633308,0.22902585585268576,0.17865992588565444,0.21077700652554932
0.2939557862453342,0.5908246312387722,0.04502894303737655,0.16628383013505837,0.0001506431753548224,0.7615941304849597,0.07527713531477846,0.2686962377359727,0.5270979968038136,0.17825787816359556,0.4498756430659082,0.9094021156177626,0.6024104858580446,0.31225026895630414,0.04219814744803048,0.6101947988258716,3.1410211451048104e-05,0.03402432417527931,0.9845453450736521,0.7998196025138473,0.7324284963548539,0.08013073952724062,0.8626105306431154,0.9093800854970282
0.03520412497623445,0.052422717573405386,0.6100524028504607,0.32184336372153777,0.00022849692146257954,0.5671181165263423,0.7083115602029465,0.7873962191169389,0.23783125195947982,0.9033030552259145,0.6119159298532137,0.03853848456600713,0.5206728774826858,0.36252838009585336,0.23504994262113066,0.6012117894874548,6.438755315156475e-05,0.9390206681564338,0.9290127954182824,0.5882153678046765,0.41018075193061415,0.6337909832909113,0.13371293470450493,0.8504859662802514
0.14329934705512012,0.4618698527917251,0.1223674920018779,0.27262347544707405,8.211131519579033e-05,0.5897643838967053,0.03974726380967182,0.5968967441627224,0.982704981954173,0.6843609479766334,0.5217909025245114,0.5906261615490064,0.26638661197916685,0.525633446562907,0.7586598058678707,0.009310288325472529,1.1731242381740845e-05,0.24017368039228057,0.1262733794940479,0.8260978075771871,0.16795276415365962,0.14064340206898493,0.7992040913690595,0.30680433676530494
0.29916648734515777,0.2775512340313336,0.14006583039550233,0.8472563083549611,0.0002890319390202505,0.7275261626194431,0.8532187413761413,0.14065093813070026,0.8393483662830709,0.4997195727444231,0.5506820313954977,0.48801062989814187,0.029446119996179826,0.8047803833703534,0.697696781572211,0.14287991918655749,3.0282539580219924e-05,0.15849326401316283,0.9147762151237429,0.3459557207021341,0.32942419519503674,0.48162068858457013,0.9566719819877508,0.46743345742071285
0.3442256282573123,0.5427623243347423,0.0751627734349402,0.9105937266950446,0.0001653914501945378,0.5024477183051232,0.5658690158633496,0.4548462271874508,0.08557148950925766,0.7154337428311716,0.9874483552462301,0.5488423370960356,0.08768028412853715,0.9102953047223711,0.03614359670803676,0.9410335747452454,0.00014002226233242104,0.2186530736381066,0.2630692217674872,0.5966055771603925,0.01312734875042608,0.4275760899088954,0.7817131546182323,0.48403923123906417
0.70061582175284,0.2706592239523434,0.7689083670555749,0.08590121661233499,7.443805458523541e-05,0.7907720109929356,0.860858436164349,0.926138167097485,0.5989808200305669,0.29975828868884086,0.7967289464333203,0.6191715976681237,0.5497931007475213,0.23812891602378525,0.4097141421000698,0.2351499141943083,0.00020994909280443,0.24959626189808967,0.6186366905271132,0.8733690792484045,0.26582155786918377,0.933894512996191,0.9523220074289159,0.32896226065228684
0.09818948464934919,0.54188751089646,0.5671692760288953,0.14243240914505648,0.00027511481704577405,0.18424349799843034,0.8961614956979621,0.6931079932616333,0.9963064788295295,0.10762621200753286,0.052988916744805714,0.054602518052249305,0.24453200560332553,0.4597801354451744,0.30057658248024505,0.34662697930047126,0.00014896717218904637,0.7983706096957559,0.8720660443674063,0.08153805150889973,0.5618406120136715,0.19521843498267402,0.2201947847894724,0.3899458715887682
0.38273086505293313,0.5539078853177019,0.6116837658995362,0.0011996060290128114,0.00026087754536743114,0.5328625157843472,0.5622778538744696,0.5592373894838097,0.061356571878391435,0.4088898719575241,0.35399666493296367,0.9154427361612594,0.14980532220668416,0.34063736744419415,0.24316946419201532,0.5171311025677092,0.0001825964509031561,0.010049581633121186,0.8832631895132084,0.593238200333457,0.7707478969208853,0.39146765416734025,0.7543804155037382,0.40728801724362357
0.20772062481121592,0.7586919145159399,0.20196924083212667,0.6721443205870016,3.876386746247886e-05,0.8063404279081483,0.9193610838866418,0.9476973613769187,0.2389895789339169,0.7402870922535398,0.039523682308229516,0.9135547694893839,0.5498583304909861,0.20423746461769335,0.5811613892064958,0.23073573270675918,0.0002883269183263829,0.7695685295650572,0.6556169622488782,0.48041454208629747,0.8459137803377497,0.6471731575213431,0.8995677804905343,0.6084832995693196
0.31975028003834893,0.5480802173869781,0.3897300132192814,0.5617496399646195,0.0002826219948302105,0.3209029984576647,0.35183880596985273,0.071061247596701,0.3441824677367058,0.5689609279074757,0.646984567786255,0.7131188213341457,0.21184898303945432,0.720562777981519,0.10322309523318608,0.221522970653658,4.880538566198543e-05,0.12110863689793215,0.6662048674703289,0.7556345492590802,0.1852903722871582,0.0839389721838684,0.2260482817844377,0.5596606085904965
0.6634681778765116,0.1388950420526562,0.833541484396271,0.09466697677222514,1.8148791625593683e-05,0.7613184662274229,0.5790291144980312,0.7743891379295075,0.027274413943263548,0.3088952559221839,0.6375839355111804,0.5176367314088366,0.028382873395755598,0.5166082902467122,0.5008114492881014,0.3563404988080284,0.0002478325700781259,0.1902276402117478,0.1095277189655246,0.43077697096011525,0.9923922288038923,0.8336800695894625,0.2027926262213561,0.3822673052917403
0.2239662011026563,0.1275423665675489,0.13290947193601418,0.41191068236431155,0.0002145440279897751,0.9736566885950111,0.3336166975868322,0.0934460235099215,0.300489092698554,0.5670006702767393,0.813411814000844,0.29226101235764573,0.37394036188887964,0.5979279300132683,0.36948170687964815,0.4754641857858534,8.464027116257838e-08,0.48897670395920617,0.9281804742461048,0.2053886046998933,0.7823489072010288,0.9217834508069925,0.5129938684641493,0.006674681505641427
0.19422078027301362,0.6181255673181312,0.2008284863621114,0.25272031143360435,1.5511996101545853e-05,0.6584764205015646,0.846305718022716,0.9560495042416695,0.09986746688608784,0.34572545124206266,0.7485986263100826,0.8712255921431662,0.055421124461086324,0.29173055345625226,0.38293629889903485,0.34544943308451415,0.00024570062267625415,0.7547185325285553,0.6006262793136717,0.5360093402326666,0.39727491752708605,0.7881756121268265,0.5712720542781062,0.687413806321926
0.17506183706969564,0.49317698833410223,0.7964311397633485,0.08025867935939882,0.0001793665644670059,0.962766062293714,0.6654987245549472,0.13581233593336559,0.457355206036132,0.4168676237132629,0.3899678767259486,0.26485673772812307,0.6180031121825735,0.2126892751655467,0.6486099662913797,0.30728325522169153,0.0002222685374116404,0.22238547448053025,0.3661017353732621,0.17364077667038408,0.8984488733845378,0.5683267777078559,0.17777632705710783,0.9352161769665773
0.021416545121697973,0.6850190591956644,0.24021011947755008,0.26432145286751835,0.00011757318582928495,0.8027575418989881,0.4562962899996632,0.2606071793339298,0.06744159571727353,0.07017430534481255,0.09161812381045965,0.7970193822583057,0.2124608259966677,0.4933188048357409,0.07042463994476138,0.6457618250217095,0.00016929628035914038,0.8119221568083105,0.10747354458043856,0.29210791751619297,0.6521550804459554,0.0011636092036348964,0.9857491161896341,0.5516325480457505
0.5836352996976023,0.08387003307116994,0.44464576605187933,0.2893393931762492,0.0002462320604642502,0.2890241447647401,0.12252869884952432,0.5064572565699459,0.474130193137649,0.29644083058434884,0.4832709212649349,0.5276124900008563,0.25531076525902957,0.08096882178921042,0.1589887943537573,0.4620820383070884,6.1013197703995915e-05,0.8158572628792202,0.25483825600119875,0.003600520840638219,0.824990080471563,0.9102189222922487,0.5075850852886973,0.5027950881946076
0.32431442031709734,0.29267030950564826,0.04796563150193928,0.9136552353280611,0.0002629105953684034,0.3080766530223329,0.1607981171624479,0.9494880403790095,0.5898406529242386,0.9063885445052045,0.7442212833020452,0.770722783255655,0.8565480667490307,0.0712613672007129,0.2235432328200938,0.038205410902885054,0.00010206194589719153,0.8476360178032686,0.5402683152465916,0.7145013001182374,0.3570863732055689,0.6752323575884263,0.7096715816981572,0.43769923262520394
0.0603521837705993,0.1839673004055933,0.22502558324667798,0.0038524206475565284,0.0002595138223992812,0.28028238985899373,0.8002079216311592,0.14256039077376811,0.10730201600425238,0.09200208680269441,0.99644800783017,0.9136566744996544,0.04636376567248996,0.6983164445716492,0.6516274650426438,0.08837077760797532,5.335193891303403e-05,0.21119653862743215,0.5807412168176042,0.10640179418631146,0.3029196754629165,0.5918331444726139,0.86359407710361,0.2182855400273338
0.44506658687932066,0.3079526731953258,0.06894394018399257,0.5457767558873684,1.6304500035170153e-05,0.9164638461144503,0.38815603643320923,0.6428428468363869,0.01894083876908213,0.30683043078960504,0.3179502878050324,0.7321631100687613,0.55369835317163,0.2022663556387521,0.15877007855069453,0.5842557038135702,0.0001538130254360363,0.028941627079156568,0.07279519401131844,0.9433987933721498,0.9620198761730252,0.46768345869115846,0.36078320755319016,0.8340622183385245
0.1094680611256954,0.8376178750142409,0.08656131679619575,0.055721053523425323,0.0002117269311536187,0.8051584801804651,0.34000258600784306,0.0333757965352088,0.9341192118967174,0.632108869939138,0.45140614402416135,0.3727733375421827,0.2734705254119874,0.7001179391484895,0.3949832082417292,0.3062403773605834,3.227774638685489e-06,0.25157375414648914,0.9678804138821923,0.7611560472596551,0.18908387958408981,0.7254681267058168,0.9091247286999729,0.5867970352589463
0.15728972645787404,0.4716893219600212,0.6359550824901253,0.13215984198845107,0.0002409843702402025,0.5203530549926403,0.24202859054144307,0.08949318934133113,0.6824758709082639,0.5888265926608838,0.37611573315167185,0.42800724237396637,0.4251268963519733,0.2867699724029234,0.030687742040610057,0.07988674649075259,4.4296860198853714e-05,0.2713567817237163,0.6888695641345669,0.33926125066757107,0.10002160074733958,0.567848698326318,0.04859073095815653,0.3396786402537363
0.8937090609845602,0.08031581870621876,0.045863229912718025,0.11156275093782586,4.139510789941212e-05,0.2050124839823292,0.5015604555942187,0.13966708257520352,0.5967311029237338,0.8381223354682726,0.7886333368441325,0.7956578416390772,0.3580856964309945,0.06384873307292997,0.09822460298522319,0.5139921962043018,0.00021536709666961917,0.6384617059133937,0.47300546328264265,0.2442332029306121,0.8934299097035602,0.6475997971064681,0.28543363564070307,0.770256871485188
0.405641673630501,0.579288163238034,0.0411514169276503,0.5242083249637259,0.0001539121947088221,0.8418107996444845,0.802685235465826,0.3325907819536782,0.8519328641703451,0.11003946569988898,0.5025097179919488,0.9557213906940035,0.1609681195001133,0.3828216921207665,0.4123545473747699,0.2625586258294828,9.250074268361288e-05,0.37209268017393465,0.48427868482341924,0.4252488527839877,0.18679037386500755,0.9330728776566366,0.4644450243695256,0.6101115922335238
0.6450309240164248,0.20836006501709903,0.33508279877092706,0.5578804276360461,0.00015741040804303697,0.6893039983767453,0.858393032415337,0.7411337622329639,0.050263213957309434,0.4896091853353833,0.7607781809721466,0.5790993392512652,0.0642579352930887,0.4618874366091894,0.00794548130215155,0.8613559061738629,0.00022011902786833385,0.9014281462855639,0.13624765225456367,0.5746133962508456,0.6275085036513588,0.5350332029948408,0.8827512503637197,0.994441946803151
0.6511974414243501,0.33629356619701334,0.20675052298370858,0.18068112627454583,7.703929066844357e-05,0.4079118222442955,0.7431121268889938,0.6113916155553802,0.84550230330432,0.05315315630356304,0.10051791678419898,0.4746887333182976,0.1316726778479391,0.23046391294073787,0.5682821828901686,0.12654762987149235,2.5187213913389082e-05,0.37815760503285906,0.7840015281667022,0.08599693303664838,0.12507830783858906,0.2685000392984304,0.6241962618566661,0.5661030482159481
0.4306758801891638,0.023104847685820638,0.22583291235155523,0.4215544537809408,0.00017941088683952734,0.6496187355267777,0.08335334457102109,0.9762206323855207,0.6725733315661523,0.48789416744428066,0.9589588301898724,0.1091456189768718,0.18966985479192713,0.6131495766403682,0.4708301140085117,0.15034136947795892,0.00011390180751920571,0.9180815248822393,0.12182177447724095,0.7679453587736417,0.6767497216653675,0.46034004631646464,0.02825612631919358,0.7144380802048445
0.43689291966272825,0.202269199027752,0.22793149555470027,0.050785682094741165,5.076993166959786e-06,0.3201796444034276,0.8104012282604386,0.010485754698671402,0.36290228292468846,0.7977599698144573,0.10751910680013832,0.8920251660966861,0.1358331910602177,0.45373790359789423,0.5731910186353387,0.1681324074130483,0.00014905879738200172,0.24371877220066326,0.3523673609942074,0.14434721535962222,0.6879536121857888,0.3404125403640583,0.3798458772222106,0.6473965469735488
0.5095752875209593,0.051763154580740274,0.19900212609391302,0.7283078640603806,0.00011509963306957524,0.766349510351188,0.04231858993223521,0.00774512020730788,0.9119405442640547,0.605722952642131,0.12024059734015345,0.9334818993888357,0.2033778044431728,0.16827745274410583,0.2472071618779542,0.11323423793323495,3.407882389154235e-05,0.12312525024751052,0.37146608609731885,0.6261730986779996,0.7178862568137474,0.926455966793602,0.19059867739558403,0.9174349347690146
0.23259599339483228,0.18727131589228066,0.007553462715430219,0.6751838747232259,6.296852970485806e-05,0.5853166273518077,0.6230752364552795,0.068958620946091,0.22475557985467065,0.03622120184125684,0.5765437036805018,0.33570470552541787,0.24210552360202606,0.20487076331943113,0.025875310427384977,0.06783846949897425,0.00022848622845154443,0.040949434444518776,0.33756907480647125,0.1373459946272367,0.2874243534322331,0.6391132154654888,0.7486602171722542,0.7463839287259871
0.08211550930342051,0.7761497430571117,0.09603885588119067,0.22693590689111887,0.00013809821173247822,0.31998572521534585,0.552173471824064,0.7557520845170639,0.06732040893893125,0.2520714150764006,0.7382602913799328,0.478613056733537,0.10447231208823748,0.5294461160510348,0.06433909318985347,0.046927149425566035,0.00013591955145753033,0.8029534779632403,0.4880110755252793,0.7653552956514655,0.8280697624721768,0.3654748031868796,0.9756450429721613,0.3348980618483185
0.048642849523544314,0.1701949159228559,0.11981899827491892,0.2514396338019697,0.0001337471230719794,0.9451269736690658,0.8770485340419121,0.768107605382396,0.8873755842466117,0.38421113046475314,0.37184269624656313,0.5833606940627476,0.5961769631416755,0.06659215708268178,0.6382246180661042,0.19711112440282066,4.546491004507538e-05,0.44521725742039575,0.5039147072584428,0.085990237656453,0.08930756056800962,0.8960875307481101,0.7515617842870206,0.2822233410179243
0.18101455391926882,0.5227668485258318,0.20284498534764453,0.39791308958150856,0.0001141668726243133,0.45444655282489665,0.4897566107926368,0.27749229809166814,0.4997476485907541,0.3946034198844021,0.6525786046093296,0.8853404459240417,0.3290235822211458,0.5748881134897605,0.8181365585074508,0.11739674819497925,7.972256266226423e-05,0.22010384214414247,0.6817937195589843,0.5953773594453633,0.34930769412206275,0.04455626209034809,0.4225923795401254,0.05508853718018775
0.42431975208032946,0.047309564626915,0.018798034200264473,0.2191280235034787,0.00028482445358725243,0.6592123220199728,0.08080351275884293,0.34498697121593835,0.4331455160464045,0.48303603114923593,0.20736535505796463,0.1841121382943364,0.11534908355034457,0.027187536587397115,0.16610354856270632,0.10983313095401659,2.0419316946239625e-05,0.5415756139269166,0.794614242770921,0.31166066937914405,0.9112285771010622,0.365318444708103,0.4601094998817111,0.6024019520953553
0.6075138276651332,0.32071168134173145,0.5024751163914981,0.37565786361988546,0.00010096294556155897,0.721231248332592,0.944739778403305,0.2720234856335592,0.4789204141706353,0.8055226257893288,0.11633989975063797,0.5142172805733232,0.3496936151880471,0.09161482630364882,0.36409846522257044,0.04009612393632418,7.561107338931201e-05,0.255063568319227,0.8736824856570198,0.27038195147218097,0.017477695770892736,0.5248925834718903,0.7501319290141335,0.4796239619026948
0.2617821992740294,0.11843507861709478,0.018511311892502973,0.26596519259566626,0.0002298754249890749,0.7140108472134993,0.1193946928397711,0.7643204370051921,0.5858841151784202,0.8700592762625079,0.8426376768551429,0.5589374193899133,0.07267871061251578,0.49295613242511366,0.5421920520067945,0.4424243364411824,1.5638574630570986e-05,0.39584899807601,0.02470811605888432,0.47882431526987074,0.9671151243612529,0.022592733698976717,0.5760404947719716,0.6304002118247314
0.4506285568444427,0.474824995306474,0.7876028729925877,0.16372376373938208,0.00017048064828047854,0.8454282385963591,0.08575404994463634,0.5782623885473422,0.056115152305825255,0.6240526961213445,0.4192302634492836,0.5580447652453968,0.22115658068762556,0.6192140582070866,0.08880441473444325,0.6073205047141581,5.87001154278558e-06,0.5872199744752586,0.19151750403156267,0.13522130409971908,0.942605555672646,0.39328944294662677,0.6584358816823834,0.2082927136341526
0.18880638518543716,0.7110891915217218,0.6528604383359752,0.09351891531750568,0.00021290059381460342,0.6057487382785095,0.6037108545989307,0.8248075073587987,0.22209684294149046,0.1670052963909971,0.25841266371114185,0.05827605218424198,0.024318032271171217,0.1174116242147839,0.07987415842473247,0.08651003669844351,6.011346946209952e-05,0.21063499424272258,0.7061758988829395,0.0028495982578651247,0.09910796915771493,0.40869687331561483,0.6165385332179499,0.6271296084264447
0.3569841978141194,0.5182607656624677,0.1424257597570224,0.19043790794470908,0.00017326570845460894,0.8301579103372099,0.051874851691137654,0.34763466429269485,0.6933190178219774,0.025361417244175042,0.515477438458307,0.9014480910951681,0.25199617719832995,0.18371045527346266,0.657710521485915,0.05072063287692458,0.00022989657148271415,0.4845324159454156,0.4494636911881237,0.18298683777622674,0.07678165890047864,0.15086395092179447,0.08788413229775652,0.5483865243918139
0.36733654287550516,0.5255073749713038,0.029704587421567865,0.6433275326202206,5.911692605627828e-05,0.00859712730200123,0.7129306426829425,0.2427375698529953,0.8687904617296522,0.4323409595131712,0.7018279613074725,0.6097621549068376,0.04375901982965942,0.07622880409710679,0.13900367605617678,0.04843317713085455,0.0002465884929559737,0.1995873985853395,0.19198570700198028,0.9362172966619394,0.7925374839484728,0.8462596924049716,0.26337205596604923,0.9907269468517717
0.1780839366434777,0.038878855020158934,0.2962039745935458,0.36482118854603734,0.0002309138981782055,0.12110962143600333,0.8461738525161601,0.33300231321293394,0.7992543404752862,0.3793321853493054,0.484263520279927,0.2781015246248045,0.27629617580695137,0.12063185140533471,0.5533079664490564,0.2921726914292611,0.0001437754364222819,0.5525630209500099,0.6011895844882891,0.9595507879490324,0.6433183028797205,0.9554232367518809,0.5208261592280565,0.9376606083257883
0.41593864229767347,0.05465012948536746,0.34048804292634627,0.45469305041223396,1.5893502794261748e-06,0.10002570570878856,0.08672243769947899,0.5573118000390724,0.41481605349958023,0.8229155679500888,0.0193541838314256,0.28771247257395055,0.0008462840245411217,0.7642036542099205,0.28702092339656576,0.48764800096969435,0.0001769479200391698,0.2833843287613577,0.4363014491304298,0.8044995712800552,0.6638464461695472,0.8587366788528973,0.14892405252021598,0.7895273984907978
0.48478653919249376,0.3574060598097285,0.3173082553486357,0.5353938313018698,0.0002690774035324482,0.1732330676156006,0.45094178652793804,0.6707082484967885,0.0002347265422389949,0.8338057860160762,0.6664809647293936,0.6913608359172213,0.08565356567329521,0.5826434716999546,0.5439211736156543,0.35517610455985404,4.0679684969082364e-05,0.8875350885559555,0.3992914818684086,0.5491297656735864,0.12530432556163415,0.7030314463199415,0.6956212430789882,0.19151782170879275
0.6591261009985084,0.27019975746891706,0.2174793950078816,0.6467251555824293,0.00016581631095497133,0.16458407489740318,0.626187328868628,0.5383253485452016,0.08089775087523757,0.787371832550104,0.07579535568892996,0.4969834477590001,0.5797023143890168,0.2772188050123395,0.16074017353388598,0.7890330953572017,0.0002672033860629121,0.6086307328245729,0.8888137041747888,0.224253230443885,0.36125701232315827,0.6130069461011511,0.08109871810142458,0.7415547884608288
0.6094341010074409,0.03624242516250705,0.2413904931346875,0.08968251486637782,0.0002076207440620353,0.5377711913215031,0.8202857184541787,0.5663475926628301,0.6027959947991269,0.394318775237045,0.39760232263292644,0.2612709997729286,0.31039339772740004,0.43902937359064287,0.7297510652868323,0.15097869610509304,0.00019356271139438913,0.38471197660343365,0.507543004940015,0.400677244859363,0.748441805883133,0.15693426017176054,0.28066636635215597,0.9857833282658287
0.3789787638172664,0.28738673755200245,0.19532436388410804,0.09937071704378721,1.021254382240896e-05,0.7321896410217357,0.49360619187620286,0.5576010033926928,0.8904490879567324,0.5503844915360857,0.23572085162782552,0.7277173631821166,0.44333992114162557,0.016587928444229166,0.09391415442379382,0.5657804807509694,0.00027025398449238256,0.0447364115923012,0.07276905786342196,0.058072577841488504,0.5291312170888148,0.8358312040620514,0.39964220736038397,0.4881992931092746
0.24722320965278374,0.1804162153384123,0.49937143554071645,0.2758585216452835,0.0001715322642689948,0.39514322858554435,0.6138556835465019,0.7031785219023609,0.34548475649102595,0.2980364982949349,0.8237218119274438,0.5525203416862563,0.22565354294689222,0.01099888731949671,0.00965268602280277,0.3295117314389562,6.250818126653059e-05,0.21687423047399923,0.4858929900338162,0.7597772809248852,0.9714367115421398,0.6812655166063446,0.8665941495954845,0.3394511443519639
0.38693733330101526,0.22427834492898457,0.40468178554087725,0.2806803361475155,5.449871912238829e-05,0.697196570419731,0.49216259358428555,0.27989310011082086,0.36301983364572515,0.18111692922948178,0.6427253398016564,0.06936361308296317,0.46864791410112805,0.5138029250757975,0.37153731666165707,0.5851554108186904,0.00018611384731956581,0.29671415858083944,0.5254327174418637,0.6628194506615841,0.11494300949815284,0.5575171543864196,0.14641769385152334,0.6550460896495391
0.3277161713166472,0.3702651058706546,0.2332721288470796,0.4244054573596998,0.000193377526686032,0.3872929384026647,0.07792743920577497,0.35078279911238164,0.4054994705564516,0.798770150779824,0.5291909262836905,0.2842836302813268,0.9048592992613051,0.02381034741178587,0.5525206771062003,0.39427670250405594,0.00011512168141342452,0.9639308687892101,0.18512489793655232,0.38259596519822175,0.27888696350559533,0.8978984238574506,0.22124175127634105,0.21242563215700971
0.5588036120074183,0.413354004146634,0.34687674244030064,0.023362702755353324,3.102181895135217e-05,0.5744141886494778,0.36015193546100943,0.7431724043191815,0.8452519845702329,0.7979282012811717,0.018245526795098038,0.29050869753823255,0.08815222143261028,0.2866781376932442,0.46122991783884326,0.3132283311866225,0.00010418512366282195,0.898981109337809,0.925384034376148,0.0790241921638776,0.27830870252765255,0.28261099403398043,0.5791543236372015,0.1639244732605279
0.1743731575209468,0.8150118056070469,0.03969839251689784,0.7960306946429403,5.25116656381559e-05,0.19132391222407633,0.9463706897871923,0.7683227090084827,0.01598340859759682,0.7868882816610199,0.30912983551165063,0.4546974152453983,0.5540508063849937,0.05230398436570166,0.6297115670201523,0.228430097903083,0.000190652610499734,0.4230641514657093,0.4453794010234531,0.8608896248262814,0.001955647999458242,0.8566625926255094,0.00042241230668849144,0.24494422556067239
